ART,PROJ,CHG,DIST,QE,TOF,DRIFT
105,HE,7,8200,413.3,29.8919,5.74
105,HE,7,8300,417.8,30.2428,5.81
105,HE,7,8400,422.3,30.5937,5.88
105,HE,7,8500,426.8,30.9446,5.95
105,HE,7,8600,431.4,31.2954,6.02
105,HE,7,8700,435.9,31.6463,6.09
105,HE,7,8800,440.4,31.9972,6.16
105,HE,7,8900,445.0,32.3481,6.23
105,HE,7,9000,449.5,32.6989,6.3
105,HE,7,9100,454.1,33.0498,6.37
105,HE,7,9200,458.6,33.4007,6.44
105,HE,7,9300,463.2,33.7516,6.51
105,HE,7,9400,467.8,34.1025,6.58
105,HE,7,9500,472.4,34.4533,6.65
105,HE,7,9600,477.0,34.8042,6.72
105,HE,7,9700,481.6,35.1551,6.79
105,HE,7,9800,486.2,35.506,6.86
105,HE,7,9900,490.9,35.8568,6.93
105,HE,7,10000,495.5,36.2077,7.0
105,M1,4,1000,80.4,4.1488,0.4
105,M1,4,1100,84.3,4.4996,0.44
105,M1,4,1200,88.2,4.8505,0.48
105,M1,4,1300,92.1,5.2014,0.52
105,M1,4,1400,96.0,5.5523,0.56
105,M1,4,1500,99.9,5.9032,0.6
105,M1,4,1600,103.9,6.254,0.64
105,M1,4,1700,107.8,6.6049,0.68
105,M1,4,1800,111.8,6.9558,0.72
105,M1,4,1900,115.7,7.3067,0.76
105,M1,4,2000,119.7,7.6575,0.8
105,M1,4,2100,123.7,8.0084,0.84
105,M1,4,2200,127.6,8.3593,0.88
105,M1,4,2300,131.6,8.7102,0.92
105,M1,4,2400,135.6,9.0611,0.96
105,M1,4,2500,139.6,9.4119,1.0
105,M1,4,2600,143.6,9.7628,1.04
105,M1,4,2700,147.7,10.1137,1.08
105,M1,4,2800,151.7,10.4646,1.12
105,M1,4,2900,155.7,10.8154,1.16
105,M1,4,3000,159.8,11.1663,1.2
105,M1,4,3100,163.8,11.5172,1.24
105,M1,4,3200,167.9,11.8681,1.28
105,M1,4,3300,172.0,12.2189,1.32
105,M1,4,3400,176.1,12.5698,1.36
105,M1,4,3500,180.1,12.9207,1.4
105,M1,4,3600,184.2,13.2716,1.44
105,M1,4,3700,188.3,13.6225,1.48
105,M1,4,3800,192.5,13.9733,1.52
105,M1,4,3900,196.6,14.3242,1.56
105,M1,4,4000,200.7,14.6751,1.6
105,M1,4,4100,204.9,15.026,1.64
105,M1,4,4200,209.0,15.3768,1.68
105,M1,4,4300,213.2,15.7277,1.72
105,M1,4,4400,217.3,16.0786,1.76
105,M1,4,4500,221.5,16.4295,1.8
105,M1,4,4600,225.7,16.7804,1.84
105,M1,4,4700,229.9,17.1312,1.88
105,M1,4,4800,234.1,17.4821,1.92
105,M1,4,4900,238.3,17.833,1.96
105,M1,4,5000,242.5,18.1839,2.0
105,M1,4,5100,246.7,18.5347,2.04
105,M1,4,5200,251.0,18.8856,2.08
105,M1,4,5300,255.2,19.2365,2.12
105,M1,4,5400,259.4,19.5874,2.16
105,M1,4,5500,263.7,19.9382,2.2
105,M1,4,5600,268.0,20.2891,2.24
105,M1,4,5700,272.2,20.64,2.28
105,M1,4,5800,276.5,20.9909,2.32
105,M1,4,5900,280.8,21.3418,2.36
105,M1,4,6000,285.1,21.6926,2.4
105,M1,5,1500,110.4,6.0632,0.75
105,M1,5,1600,114.4,6.414,0.8
105,M1,5,1700,118.3,6.7649,0.85
105,M1,5,1800,122.3,7.1158,0.9
105,M1,5,1900,126.2,7.4667,0.95
105,M1,5,2000,130.2,7.8175,1.0
105,M1,5,2100,134.2,8.1684,1.05
105,M1,5,2200,138.1,8.5193,1.1
105,M1,5,2300,142.1,8.8702,1.15
105,M1,5,2400,146.1,9.2211,1.2
105,M1,5,2500,150.1,9.5719,1.25
105,M1,5,2600,154.1,9.9228,1.3
105,M1,5,2700,158.2,10.2737,1.35
105,M1,5,2800,162.2,10.6246,1.4
105,M1,5,2900,166.2,10.9754,1.45
105,M1,5,3000,170.3,11.3263,1.5
105,M1,5,3100,174.3,11.6772,1.55
105,M1,5,3200,178.4,12.0281,1.6
105,M1,5,3300,182.5,12.3789,1.65
105,M1,5,3400,186.6,12.7298,1.7
105,M1,5,3500,190.6,13.0807,1.75
105,M1,5,3600,194.7,13.4316,1.8
105,M1,5,3700,198.8,13.7825,1.85
105,M1,5,3800,203.0,14.1333,1.9
105,M1,5,3900,207.1,14.4842,1.95
105,M1,5,4000,211.2,14.8351,2.0
105,M1,5,4100,215.4,15.186,2.05
105,M1,5,4200,219.5,15.5368,2.1
105,M1,5,4300,223.7,15.8877,2.15
105,M1,5,4400,227.8,16.2386,2.2
105,M1,5,4500,232.0,16.5895,2.25
105,M1,5,4600,236.2,16.9404,2.3
105,M1,5,4700,240.4,17.2912,2.35
105,M1,5,4800,244.6,17.6421,2.4
105,M1,5,4900,248.8,17.993,2.45
105,M1,5,5000,253.0,18.3439,2.5
105,M1,5,5100,257.2,18.6947,2.55
105,M1,5,5200,261.5,19.0456,2.6
105,M1,5,5300,265.7,19.3965,2.65
105,M1,5,5400,269.9,19.7474,2.7
105,M1,5,5500,274.2,20.0982,2.75
105,M1,5,5600,278.5,20.4491,2.8
105,M1,5,5700,282.7,20.8,2.85
105,M1,5,5800,287.0,21.1509,2.9
105,M1,5,5900,291.3,21.5018,2.95
105,M1,5,6000,295.6,21.8526,3.0
105,M1,5,6100,299.9,22.2035,3.05
105,M1,5,6200,304.2,22.5544,3.1
105,M1,5,6300,308.6,22.9053,3.15
105,M1,5,6400,312.9,23.2561,3.2
105,M1,5,6500,317.2,23.607,3.25
105,M1,5,6600,321.6,23.9579,3.3
105,M1,5,6700,326.0,24.3088,3.35
105,M1,5,6800,330.3,24.6596,3.4
105,M1,5,6900,334.7,25.0105,3.45
105,M1,5,7000,339.1,25.3614,3.5
105,M1,5,7100,343.5,25.7123,3.55
105,M1,5,7200,347.9,26.0632,3.6
105,M1,5,7300,352.3,26.414,3.65
105,M1,5,7400,356.7,26.7649,3.7
105,M1,5,7500,361.1,27.1158,3.75
105,M1,6,2000,140.7,7.9775,1.2
105,M1,6,2100,144.7,8.3284,1.26
105,M1,6,2200,148.6,8.6793,1.32
105,M1,6,2300,152.6,9.0302,1.38
105,M1,6,2400,156.6,9.3811,1.44
105,M1,6,2500,160.6,9.7319,1.5
105,M1,6,2600,164.6,10.0828,1.56
105,M1,6,2700,168.7,10.4337,1.62
105,M1,6,2800,172.7,10.7846,1.68
105,M1,6,2900,176.7,11.1354,1.74
105,M1,6,3000,180.8,11.4863,1.8
105,M1,6,3100,184.8,11.8372,1.86
105,M1,6,3200,188.9,12.1881,1.92
105,M1,6,3300,193.0,12.5389,1.98
105,M1,6,3400,197.1,12.8898,2.04
105,M1,6,3500,201.1,13.2407,2.1
105,M1,6,3600,205.2,13.5916,2.16
105,M1,6,3700,209.3,13.9425,2.22
105,M1,6,3800,213.5,14.2933,2.28
105,M1,6,3900,217.6,14.6442,2.34
105,M1,6,4000,221.7,14.9951,2.4
105,M1,6,4100,225.9,15.346,2.46
105,M1,6,4200,230.0,15.6968,2.52
105,M1,6,4300,234.2,16.0477,2.58
105,M1,6,4400,238.3,16.3986,2.64
105,M1,6,4500,242.5,16.7495,2.7
105,M1,6,4600,246.7,17.1004,2.76
105,M1,6,4700,250.9,17.4512,2.82
105,M1,6,4800,255.1,17.8021,2.88
105,M1,6,4900,259.3,18.153,2.94
105,M1,6,5000,263.5,18.5039,3.0
105,M1,6,5100,267.7,18.8547,3.06
105,M1,6,5200,272.0,19.2056,3.12
105,M1,6,5300,276.2,19.5565,3.18
105,M1,6,5400,280.4,19.9074,3.24
105,M1,6,5500,284.7,20.2582,3.3
105,M1,6,5600,289.0,20.6091,3.36
105,M1,6,5700,293.2,20.96,3.42
105,M1,6,5800,297.5,21.3109,3.48
105,M1,6,5900,301.8,21.6618,3.54
105,M1,6,6000,306.1,22.0126,3.6
105,M1,6,6100,310.4,22.3635,3.66
105,M1,6,6200,314.7,22.7144,3.72
105,M1,6,6300,319.1,23.0653,3.78
105,M1,6,6400,323.4,23.4161,3.84
105,M1,6,6500,327.7,23.767,3.9
105,M1,6,6600,332.1,24.1179,3.96
105,M1,6,6700,336.5,24.4688,4.02
105,M1,6,6800,340.8,24.8196,4.08
105,M1,6,6900,345.2,25.1705,4.14
105,M1,6,7000,349.6,25.5214,4.2
105,M1,6,7100,354.0,25.8723,4.26
105,M1,6,7200,358.4,26.2232,4.32
105,M1,6,7300,362.8,26.574,4.38
105,M1,6,7400,367.2,26.9249,4.44
105,M1,6,7500,371.6,27.2758,4.5
105,M1,6,7600,376.1,27.6267,4.56
105,M1,6,7700,380.5,27.9775,4.62
105,M1,6,7800,385.0,28.3284,4.68
105,M1,6,7900,389.4,28.6793,4.74
105,M1,6,8000,393.9,29.0302,4.8
105,M1,6,8100,398.4,29.3811,4.86
105,M1,6,8200,402.8,29.7319,4.92
105,M1,6,8300,407.3,30.0828,4.98
105,M1,6,8400,411.8,30.4337,5.04
105,M1,6,8500,416.3,30.7846,5.1
105,M1,6,8600,420.9,31.1354,5.16
105,M1,6,8700,425.4,31.4863,5.22
105,M1,6,8800,429.9,31.8372,5.28
105,M1,6,8900,434.5,32.1881,5.34
105,M1,6,9000,439.0,32.5389,5.4
105,M1,7,3000,191.3,11.6463,2.1
105,M1,7,3100,195.3,11.9972,2.17
105,M1,7,3200,199.4,12.3481,2.24
105,M1,7,3300,203.5,12.6989,2.31
105,M1,7,3400,207.6,13.0498,2.38
105,M1,7,3500,211.6,13.4007,2.45
105,M1,7,3600,215.7,13.7516,2.52
105,M1,7,3700,219.8,14.1025,2.59
105,M1,7,3800,224.0,14.4533,2.66
105,M1,7,3900,228.1,14.8042,2.73
105,M1,7,4000,232.2,15.1551,2.8
105,M1,7,4100,236.4,15.506,2.87
105,M1,7,4200,240.5,15.8568,2.94
105,M1,7,4300,244.7,16.2077,3.01
105,M1,7,4400,248.8,16.5586,3.08
105,M1,7,4500,253.0,16.9095,3.15
105,M1,7,4600,257.2,17.2604,3.22
105,M1,7,4700,261.4,17.6112,3.29
105,M1,7,4800,265.6,17.9621,3.36
105,M1,7,4900,269.8,18.313,3.43
105,M1,7,5000,274.0,18.6639,3.5
105,M1,7,5100,278.2,19.0147,3.57
105,M1,7,5200,282.5,19.3656,3.64
105,M1,7,5300,286.7,19.7165,3.71
105,M1,7,5400,290.9,20.0674,3.78
105,M1,7,5500,295.2,20.4182,3.85
105,M1,7,5600,299.5,20.7691,3.92
105,M1,7,5700,303.7,21.12,3.99
105,M1,7,5800,308.0,21.4709,4.06
105,M1,7,5900,312.3,21.8218,4.13
105,M1,7,6000,316.6,22.1726,4.2
105,M1,7,6100,320.9,22.5235,4.27
105,M1,7,6200,325.2,22.8744,4.34
105,M1,7,6300,329.6,23.2253,4.41
105,M1,7,6400,333.9,23.5761,4.48
105,M1,7,6500,338.2,23.927,4.55
105,M1,7,6600,342.6,24.2779,4.62
105,M1,7,6700,347.0,24.6288,4.69
105,M1,7,6800,351.3,24.9796,4.76
105,M1,7,6900,355.7,25.3305,4.83
105,M1,7,7000,360.1,25.6814,4.9
105,M1,7,7100,364.5,26.0323,4.97
105,M1,7,7200,368.9,26.3832,5.04
105,M1,7,7300,373.3,26.734,5.11
105,M1,7,7400,377.7,27.0849,5.18
105,M1,7,7500,382.1,27.4358,5.25
105,M1,7,7600,386.6,27.7867,5.32
105,M1,7,7700,391.0,28.1375,5.39
105,M1,7,7800,395.5,28.4884,5.46
105,M1,7,7900,399.9,28.8393,5.53
105,M1,7,8000,404.4,29.1902,5.6
105,M1,7,8100,408.9,29.5411,5.67
105,M1,7,8200,413.3,29.8919,5.74
105,M1,7,8300,417.8,30.2428,5.81
105,M1,7,8400,422.3,30.5937,5.88
105,M1,7,8500,426.8,30.9446,5.95
105,M1,7,8600,431.4,31.2954,6.02
105,M1,7,8700,435.9,31.6463,6.09
105,M1,7,8800,440.4,31.9972,6.16
105,M1,7,8900,445.0,32.3481,6.23
105,M1,7,9000,449.5,32.6989,6.3
105,M1,7,9100,454.1,33.0498,6.37
105,M1,7,9200,458.6,33.4007,6.44
105,M1,7,9300,463.2,33.7516,6.51
105,M1,7,9400,467.8,34.1025,6.58
105,M1,7,9500,472.4,34.4533,6.65
105,M1,7,9600,477.0,34.8042,6.72
105,M1,7,9700,481.6,35.1551,6.79
105,M1,7,9800,486.2,35.506,6.86
105,M1,7,9900,490.9,35.8568,6.93
105,M1,7,10000,495.5,36.2077,7.0
105,M67,4,1000,80.4,4.1488,0.4
105,M67,4,1100,84.3,4.4996,0.44
105,M67,4,1200,88.2,4.8505,0.48
105,M67,4,1300,92.1,5.2014,0.52
105,M67,4,1400,96.0,5.5523,0.56
105,M67,4,1500,99.9,5.9032,0.6
105,M67,4,1600,103.9,6.254,0.64
105,M67,4,1700,107.8,6.6049,0.68
105,M67,4,1800,111.8,6.9558,0.72
105,M67,4,1900,115.7,7.3067,0.76
105,M67,4,2000,119.7,7.6575,0.8
105,M67,4,2100,123.7,8.0084,0.84
105,M67,4,2200,127.6,8.3593,0.88
105,M67,4,2300,131.6,8.7102,0.92
105,M67,4,2400,135.6,9.0611,0.96
105,M67,4,2500,139.6,9.4119,1.0
105,M67,4,2600,143.6,9.7628,1.04
105,M67,4,2700,147.7,10.1137,1.08
105,M67,4,2800,151.7,10.4646,1.12
105,M67,4,2900,155.7,10.8154,1.16
105,M67,4,3000,159.8,11.1663,1.2
105,M67,4,3100,163.8,11.5172,1.24
105,M67,4,3200,167.9,11.8681,1.28
105,M67,4,3300,172.0,12.2189,1.32
105,M67,4,3400,176.1,12.5698,1.36
105,M67,4,3500,180.1,12.9207,1.4
105,M67,4,3600,184.2,13.2716,1.44
105,M67,4,3700,188.3,13.6225,1.48
105,M67,4,3800,192.5,13.9733,1.52
105,M67,4,3900,196.6,14.3242,1.56
105,M67,4,4000,200.7,14.6751,1.6
105,M67,4,4100,204.9,15.026,1.64
105,M67,4,4200,209.0,15.3768,1.68
105,M67,4,4300,213.2,15.7277,1.72
105,M67,4,4400,217.3,16.0786,1.76
105,M67,4,4500,221.5,16.4295,1.8
105,M67,4,4600,225.7,16.7804,1.84
105,M67,4,4700,229.9,17.1312,1.88
105,M67,4,4800,234.1,17.4821,1.92
105,M67,4,4900,238.3,17.833,1.96
105,M67,4,5000,242.5,18.1839,2.0
105,M67,4,5100,246.7,18.5347,2.04
105,M67,4,5200,251.0,18.8856,2.08
105,M67,4,5300,255.2,19.2365,2.12
105,M67,4,5400,259.4,19.5874,2.16
105,M67,4,5500,263.7,19.9382,2.2
105,M67,4,5600,268.0,20.2891,2.24
105,M67,4,5700,272.2,20.64,2.28
105,M67,4,5800,276.5,20.9909,2.32
105,M67,4,5900,280.8,21.3418,2.36
105,M67,4,6000,285.1,21.6926,2.4
105,M67,5,1500,110.4,6.0632,0.75
105,M67,5,1600,114.4,6.414,0.8
105,M67,5,1700,118.3,6.7649,0.85
105,M67,5,1800,122.3,7.1158,0.9
105,M67,5,1900,126.2,7.4667,0.95
105,M67,5,2000,130.2,7.8175,1.0
105,M67,5,2100,134.2,8.1684,1.05
105,M67,5,2200,138.1,8.5193,1.1
105,M67,5,2300,142.1,8.8702,1.15
105,M67,5,2400,146.1,9.2211,1.2
105,M67,5,2500,150.1,9.5719,1.25
105,M67,5,2600,154.1,9.9228,1.3
105,M67,5,2700,158.2,10.2737,1.35
105,M67,5,2800,162.2,10.6246,1.4
105,M67,5,2900,166.2,10.9754,1.45
105,M67,5,3000,170.3,11.3263,1.5
105,M67,5,3100,174.3,11.6772,1.55
105,M67,5,3200,178.4,12.0281,1.6
105,M67,5,3300,182.5,12.3789,1.65
105,M67,5,3400,186.6,12.7298,1.7
105,M67,5,3500,190.6,13.0807,1.75
105,M67,5,3600,194.7,13.4316,1.8
105,M67,5,3700,198.8,13.7825,1.85
105,M67,5,3800,203.0,14.1333,1.9
105,M67,5,3900,207.1,14.4842,1.95
105,M67,5,4000,211.2,14.8351,2.0
105,M67,5,4100,215.4,15.186,2.05
105,M67,5,4200,219.5,15.5368,2.1
105,M67,5,4300,223.7,15.8877,2.15
105,M67,5,4400,227.8,16.2386,2.2
105,M67,5,4500,232.0,16.5895,2.25
105,M67,5,4600,236.2,16.9404,2.3
105,M67,5,4700,240.4,17.2912,2.35
105,M67,5,4800,244.6,17.6421,2.4
105,M67,5,4900,248.8,17.993,2.45
105,M67,5,5000,253.0,18.3439,2.5
105,M67,5,5100,257.2,18.6947,2.55
105,M67,5,5200,261.5,19.0456,2.6
105,M67,5,5300,265.7,19.3965,2.65
105,M67,5,5400,269.9,19.7474,2.7
105,M67,5,5500,274.2,20.0982,2.75
105,M67,5,5600,278.5,20.4491,2.8
105,M67,5,5700,282.7,20.8,2.85
105,M67,5,5800,287.0,21.1509,2.9
105,M67,5,5900,291.3,21.5018,2.95
105,M67,5,6000,295.6,21.8526,3.0
105,M67,5,6100,299.9,22.2035,3.05
105,M67,5,6200,304.2,22.5544,3.1
105,M67,5,6300,308.6,22.9053,3.15
